Product;Brands;Sub-Brands;Objective;Month;Platform;Tier;KOL Name;Category;Link Post;;;Followers Number;Actual Spends (IDR);Reach;Views;Likes;Comments;Share;ER;ER Views (%);VR (%);CPV (Rp)
Health Supplement;Enervon;Enervon Fizz;Consideration;Mar-26;Instagram;Macro;Gofar Hilman;Lifestyle;https://www.instagram.com/reel/DVigS-CEpef/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;;;131000;63333333;261402;179915;5500;167;120;4,42%;3,22%;137,34%;352,0180808
Health Supplement;Enervon;Enervon Fizz;Consideration;Mar-26;Instagram;Micro;Do You See What I See;Lifestyle;https://www.instagram.com/p/DVVp-iQAYSO/;;;27100;13833333;3376;4278;44;4;4;0,19%;1,22%;15,79%;3233,598177
Health Supplement;Enervon;Enervon Fizz;Consideration;Mar-26;Instagram;Micro;Detective Aldo;Lifestyle;https://www.instagram.com/rivaldosantosa/;;;58000;21250000;7121;10702;534;4;6;0,94%;5,08%;18,45%;1985,610166
Health Supplement;Enervon;Enervon Fizz;Consideration;Mar-26;TikTok;Macro;jejouw;Lifestyle;https://vt.tiktok.com/ZSHYYKEd8/;;;444000;150000000;135900;135900;17800;65;227;4,07%;13,31%;30,61%;1103,752759
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Macro;dr Ekida;Health;https://vt.tiktok.com/ZS9p5QggT/;;;416000;36300000;11700;22602;86;3;7;0,02%;0,42%;5,43%;1606,052562
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Macro;Murtiws;Lifestyle;https://www.tiktok.com/@murtiws01/video/7634847738034654484?lang=en;;;577500;24750000;24200;28089;2047;20;11;0,36%;7,40%;4,86%;881,1278436
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;dr. Akhamad Haidar;Health;https://vt.tiktok.com/ZS9PRseKH/;;;33300;1320000;291;1129;27;2;5;0,10%;3,01%;3,39%;1169,176262
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Mega;Ricky Harun;Lifestyle;https://vt.tiktok.com/ZS9PRseKH/;;;1900000;58000000;7800;12596;236;17;7;0,01%;2,06%;0,66%;4604,636393
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;ficky taufik hidayat;Lifestyle;https://www.tiktok.com/@kamilahfickychannel/video/7638583384540843272?is_from_webapp=1&sender_device=pc&web_id=7611362116235740689;;;35000;950000;16000;20333;503;10;3;1,47%;2,54%;58,09%;46,72207741
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Anisa aryanti;Lifestyle;https://vt.tiktok.com/ZSQ1mLYuD/;;;11000;950000;6800;8222;595;20;0;5,59%;7,48%;74,75%;115,5436633
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Maria Celcifiana;Lifestyle;https://vt.tiktok.com/ZSxEV28cv/;;;15400;950000;7700;7896;450;3;0;2,94%;5,74%;51,27%;120,3140831
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Yulita mahardini;Lifestyle;https://vt.tiktok.com/ZSxqBPV8a/;;;2625;950000;53;6770;939;31;2;37,03%;14,36%;257,90%;140,3249631
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Vennessa Krisma;Lifestyle;https://vt.tiktok.com/ZS94cvBgK/;;;12800;950000;4200;5477;106;0;21;0,99%;2,32%;42,79%;173,45262
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Tasia Dian Putri;Lifestyle;https://vt.tiktok.com/ZS94nuLd6/;;;2000;950000;2300;4744;86;2;12;5,00%;2,11%;237,20%;200,2529511
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Novitry Gani;Lifestyle;https://vt.tiktok.com/ZSQ8Lph8M/;;;1200;950000;2900;3993;257;33;24;26,17%;7,86%;332,75%;237,9163536
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Michele Angeline Cristy;Lifestyle;https://vt.tiktok.com/ZSxvdDd1g/;;;5732;950000;457;3769;204;7;11;3,87%;5,89%;65,75%;252,0562483
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Valerie;Lifestyle;https://vt.tiktok.com/ZSQFfkvsW/;;;4932;950000;107;3316;84;0;0;1,70%;2,53%;67,23%;286,4897467
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Ardhi achmad mardiansyah;Lifestyle;https://vt.tiktok.com/ZSQrdJGjj/;;;1000;950000;2500;3066;158;21;21;20,00%;6,52%;306,60%;309,8499674
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Patrice Vianca;Lifestyle;https://vt.tiktok.com/ZSQhGaK1H/;;;11635;950000;2400;3013;151;0;0;1,30%;5,01%;25,90%;315,3003651
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Ades Kelvin;Lifestyle;https://vt.tiktok.com/ZSxotFCoB/;;;14600;950000;1900;2837;108;2;0;0,75%;3,88%;19,43%;334,8607684
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Rizka Annisa;Lifestyle;https://vt.tiktok.com/ZSx3fSLCm/;;;4015;950000;7;2781;103;1;1;2,62%;3,78%;69,27%;341,6037397
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Marisha Gabrila Sutanto;Lifestyle;https://vt.tiktok.com/ZSxb1pNcy/;;;13100;950000;2500;2751;110;2;9;0,92%;4,40%;21,00%;345,3289713
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Aristya sandra;Lifestyle;https://www.tiktok.com/@casandraaaaa31/video/7640825894797315349?is_from_webapp=1&sender_device=pc&web_id=7409935392189679112;;;2508;950000;2000;2686;58;14;6;3,11%;2,90%;107,10%;353,6857781
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;tiara__125;Lifestyle;https://vt.tiktok.com/ZSxvkCqHj/;;;12800;950000;897;2532;134;23;7;1,28%;6,48%;19,78%;375,1974724
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Patricia Purnama;Lifestyle;https://vt.tiktok.com/ZS9oadWf4/;;;12900;950000;2100;2496;149;14;10;1,34%;6,93%;19,35%;380,6089744
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Bintang Jasmine;Lifestyle;https://vt.tiktok.com/ZSxv6Po1B/;;;24200;950000;2200;2375;428;25;8;1,90%;19,41%;9,81%;400
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Anisa;Lifestyle;https://vt.tiktok.com/ZS9w5Y6ML/;;;6166;950000;2425;2300;128;8;102;3,86%;10,35%;37,30%;413,0434783
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Selvi okta;Lifestyle;https://vt.tiktok.com/ZS9tmqJec/;;;20100;950000;3015;2200;151;1;5;0,78%;7,14%;10,95%;431,8181818
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Dewi mayasari;Lifestyle;https://vt.tiktok.com/ZSxvk4gyL/;;;36600;950000;43;2200;98;1;3;0,28%;4,64%;6,01%;431,8181818
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Dian anastasia;Lifestyle;https://vt.tiktok.com/ZSxNJg6QM/;;;8230;950000;1900;2189;99;6;9;1,39%;5,21%;26,60%;433,9881224
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Dwi Rizky;Lifestyle;https://vt.tiktok.com/ZSQN6mmNw/;;;10400;950000;1900;2133;101;7;6;1,10%;5,34%;20,51%;445,382091
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Silvia Ratu Pitaloka;Lifestyle;https://vt.tiktok.com/ZSQM6AwE4/;;;36000;950000;213;2106;9;0;0;0,03%;0,43%;5,85%;451,0921178
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Novia ningrum;Lifestyle;https://vt.tiktok.com/ZSxEDoJRb/;;;2952;950000;1800;1979;110;0;1;3,76%;5,61%;67,04%;480,0404245
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Intan Maya Lestari;Lifestyle;https://vt.tiktok.com/ZSQRSA8wa/;;;6300;950000;1800;1939;121;7;12;2,22%;7,22%;30,78%;489,9432697
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;chacha peregrin;Lifestyle;https://vt.tiktok.com/ZSxEUjHd7/;;;10700;950000;1570;1670;39;31;25;0,89%;5,69%;15,61%;568,8622754
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Septia angraini;Lifestyle;https://vt.tiktok.com/ZSxtfCY9c/;;;34000;950000;1200;1498;19;2;5;0,08%;1,74%;4,41%;634,1789052
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Regina Bundiarti;Lifestyle;https://vt.tiktok.com/ZSxEa7A1x/;;;1223;950000;1200;1477;61;0;2;5,15%;4,27%;120,77%;643,1956669
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Yesi Meriana Silva;Lifestyle;https://vt.tiktok.com/ZS94KHFQT/;;;16300;950000;1200;1445;50;6;11;0,41%;4,64%;8,87%;657,4394464
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;rafa ersa;Lifestyle;https://vt.tiktok.com/ZSxoYqvfP/;;;5000;950000;1200;1364;115;1;9;2,50%;9,16%;27,28%;696,4809384
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;femiy;Lifestyle;https://vt.tiktok.com/ZSxEDSTTc/;;;3274;950000;995;1265;66;5;3;2,26%;5,85%;38,64%;750,9881423
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;raff05_;Lifestyle;https://vt.tiktok.com/ZSx3opGNC/;;;1099;950000;1000;1261;63;1;1;5,91%;5,15%;114,74%;753,370341
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Katerine Wilson;Lifestyle;https://vt.tiktok.com/ZSxv14ys7/;;;12100;950000;649;1193;117;0;0;0,97%;9,81%;9,86%;796,3118189
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Gandhies fitriah damayanti;Lifestyle;https://vt.tiktok.com/ZSxEAsDJA/;;;14800;950000;699;971;44;2;0;0,31%;4,74%;6,56%;978,3728115
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Hebron Irham;Lifestyle;https://vt.tiktok.com/ZSQ1XDjFV/;;;3085;950000;927;927;57;1;2;1,94%;6,47%;30,05%;1024,811219
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Tamara berliana;Lifestyle;https://www.tiktok.com/@itsmetamm_/video/7639281732822240520?is_from_webapp=1&sender_device=pc;;;2052;950000;687;795;30;12;13;2,68%;6,92%;38,74%;1194,968553
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;audriana felicia;Lifestyle;https://vt.tiktok.com/ZSxQmjPht/;;;15600;950000;476;686;20;1;2;0,15%;3,35%;4,40%;1384,83965
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;shanon;Lifestyle;https://vt.tiktok.com/ZSx33gAVv/;;;2430;950000;444;580;10;3;5;0,74%;3,10%;23,87%;1637,931034
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Carine nadiav;Lifestyle;https://www.tiktok.com/@carpybaraz/video/7635195952327904519?is_from_webapp=1&sender_device=pc&web_id=7409935392189679112;;;11600;950000;439;561;34;7;0;0,35%;7,31%;4,84%;1693,404635
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;aleeiyaa;Lifestyle;https://www.tiktok.com/@ale.iya.apa/video/7640469320950254856?is_from_webapp=1&sender_device=pc&web_id=7409935392189679112;;;14600;950000;260;401;9;0;1;0,07%;2,49%;2,75%;2369,077307
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;aras;Lifestyle;https://vt.tiktok.com/ZS9noyaRf/;;;12200;950000;99;393;32;27;33;0,75%;23,41%;3,22%;2417,302799
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Renaldo Sihombing;Lifestyle;https://vt.tiktok.com/ZSxEhWLvV/;;;29900;950000;265;341;17;1;0;0,06%;5,28%;1,14%;2785,923754
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Ipuyung;Lifestyle;https://vt.tiktok.com/ZSx8apnMg/;;;2447;950000;267;302;9;0;1;0,41%;3,31%;12,34%;3145,695364
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;HANA RAMADHANTY;Lifestyle;https://vt.tiktok.com/ZSxESqneF/;;;10200;950000;245;298;18;7;9;0,33%;11,41%;2,92%;3187,919463
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;fauziah faisal;Lifestyle;https://vt.tiktok.com/ZS9tbxc5H/;;;12000;950000;350;293;20;14;11;0,38%;15,36%;2,44%;3242,320819
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;jessica pingkan;Lifestyle;https://vt.tiktok.com/ZS94WPtW5/;;;65800;950000;80;251;17;0;0;0,03%;6,77%;0,38%;3784,860558
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;m.danielmaulana;Lifestyle;https://vt.tiktok.com/ZSxQHGojF/;;;36500;950000;118;231;11;1;1;0,04%;5,63%;0,63%;4112,554113
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Desi Gita;Lifestyle;https://vt.tiktok.com/ZS9t6d1Ra/;;;3430;950000;217;217;6;2;1;0,26%;4,15%;6,33%;4377,880184
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Maria Virly;Lifestyle;https://vt.tiktok.com/ZS9tgcN3C/;;;24700;950000;200;200;3;0;2;0,02%;2,50%;0,81%;4750
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;marcia;Lifestyle;https://www.tiktok.com/@marciangel20_/video/7642362475320593671?is_from_webapp=1&sender_device=pc&web_id=7409935392189679112;;;7900;950000;148;188;8;0;1;0,11%;4,79%;2,38%;5053,191489
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;chandraawjy_;Lifestyle;https://vt.tiktok.com/ZSxvXrL7y/;;;14500;950000;169;171;9;0;4;0,09%;7,60%;1,18%;5555,555556
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Olga Clarissa w;Lifestyle;https://vt.tiktok.com/ZSxqfgJXN/;;;17500;950000;108;167;9;5;3;0,10%;10,18%;0,95%;5688,622754
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Firdania Arifah;Lifestyle;https://vt.tiktok.com/ZSxr3CjDQ/;;;3200;950000;128;165;9;0;2;0,34%;6,67%;5,16%;5757,575758
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Clara  yunifer;Lifestyle;https://vt.tiktok.com/ZSxRws17u/;;;7200;950000;143;163;8;1;0;0,13%;5,52%;2,26%;5828,220859
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Abimanyu Ramadhan;Lifestyle;https://vt.tiktok.com/ZSxoxYRHJ/;;;5132;950000;111;147;10;3;12;0,49%;17,01%;2,86%;6462,585034
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Susan;Lifestyle;https://vt.tiktok.com/ZSx8mS6nh/;;;1691;950000;103;141;15;16;5;2,13%;25,53%;8,34%;6737,588652
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Sharon monica;Lifestyle;https://www.tiktok.com/@sharonkho02/video/7640811303954615570?is_from_webapp=1&sender_device=pc&web_id=7409935392189679112;;;14100;950000;103;140;7;0;0;0,05%;5,00%;0,99%;6785,714286
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Alvin Stevanus;Lifestyle;https://vt.tiktok.com/ZSxEfB5ax/;;;1300;950000;112;140;6;0;0;0,46%;4,29%;10,77%;6785,714286
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;reviewanggunhs;Lifestyle;https://vt.tiktok.com/ZS947xEjt/;;;10300;950000;92;139;5;0;1;0,06%;4,32%;1,35%;6834,532374
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Zulfikri Sukma;Lifestyle;https://www.tiktok.com/@zulfikrisukma/video/7641092729358798088?is_from_webapp=1&sender_device=pc;;;10000;950000;119;139;8;1;2;0,11%;7,91%;1,39%;6834,532374
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;hennikalistari;Lifestyle;https://vt.tiktok.com/ZSxQs11s8/;;;4407;950000;118;126;3;0;0;0,07%;2,38%;2,86%;7539,68254
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Angela Kartika;Lifestyle;https://vt.tiktok.com/ZSxECWE9F/;;;6940;950000;101;126;3;0;0;0,04%;2,38%;1,82%;7539,68254
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Diah Ayu Oktaviayanti;Lifestyle;https://vt.tiktok.com/ZS9Vhj2n7/;;;28000;950000;85;118;19;11;15;0,16%;38,14%;0,42%;8050,847458
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;dailyofsyf;Lifestyle;https://vt.tiktok.com/ZSxr9JTPb/;;;11700;950000;75;100;8;4;1;0,11%;13,00%;0,85%;9500
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Edwin syahril sidiq;Lifestyle;https://vt.tiktok.com/ZSxQK4W6Q/;;;13400;950000;64;90;5;0;4;0,07%;10,00%;0,67%;10555,55556
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Virginia Janet;Lifestyle;https://vt.tiktok.com/ZSxESYDeb/;;;5193;950000;60;89;13;5;0;0,35%;20,22%;1,71%;10674,1573
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;fadly hidayat;Lifestyle;https://vt.tiktok.com/ZSxcqAjm1/;;;15500;950000;84;84;5;0;0;0,03%;5,95%;0,54%;11309,52381
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Rihyuna;Lifestyle;https://www.tiktok.com/@rihyuna/video/7640871445454671112?is_from_webapp=1&sender_device=pc&web_id=7409935392189679112;;;10500;950000;66;81;14;9;7;0,29%;37,04%;0,77%;11728,39506
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Sella Christy;Lifestyle;https://vt.tiktok.com/ZSx19M8sw/;;;29000;950000;58;76;5;0;0;0,02%;6,58%;0,26%;12500
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;Itz.ellga_;Lifestyle;https://vt.tiktok.com/ZSxvgnXCc/;;;4110;950000;54;57;57;1;6;1,56%;112,28%;1,39%;16666,66667
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;kinan;Lifestyle;https://vt.tiktok.com/ZSxS5GxMm/;;;3087;950000;50;55;9;0;2;0,36%;20,00%;1,78%;17272,72727
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Micro;Alex effendhy;Lifestyle;https://www.tiktok.com/@alex_bule/video/7644925978149620999?is_from_webapp=1&sender_device=pc&web_id=7409935392189679112;;;11400;950000;35;44;3;2;0;0,04%;11,36%;0,39%;21590,90909
Health Supplement;Enervon;Enervon Fizz;Consideration;May-26;TikTok;Nano;maripapande;Lifestyle;https://vt.tiktok.com/ZS9t6Ec2B/;;;3094;950000;30;32;2;0;1;0,10%;9,38%;1,03%;29687,5
Health Supplement;Enervon;Enervon Gold;Consideration;Apr-26;TikTok;Micro;Idho Chaniago;Lifestyle;https://vt.tiktok.com/ZS9fxe4NE/;;;57400;6750000;355900;690000;1443;11;63;2,64%;0,22%;1202,09%;9,782608696
Health Supplement;Enervon;Enervon Gold;Consideration;Apr-26;TikTok;Micro;Naufal Architect;Lifestyle;https://vt.tiktok.com/ZS95nrDtc/;;;11500;9000000;15747;15747;1381;125;41;13,45%;9,82%;136,93%;571,5374357
Health Supplement;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Macro;cutfatimahh;Lifestyle;https://vt.tiktok.com/ZSmfvstdX/;;;470600;4950000;1300000;1409514;1514;11;52;0,34%;0,11%;299,51%;3,511848765
Health Supplement;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Macro;itsdoktermuda;Health;https://vt.tiktok.com/ZSmfcJC7M/;;;211300;10725000;2800000;3504724;1555;13;69;0,77%;0,05%;1658,65%;3,060155379
Health Supplement;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Micro;bungalenanta;Lifestyle;https://vt.tiktok.com/ZSmarv4yJ/;;;34700;4950000;661;281326;133;2;3;0,40%;0,05%;810,74%;17,59524537
Health Supplement;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Micro;alyssaazka;Lifestyle;https://vt.tiktok.com/ZSmp8KB1y/;;;27200;3135000;2500000;3200000;1182;7;88;4,69%;0,04%;11764,71%;0,9796875
Health Supplement;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Micro;kendrakeisha;Lifestyle;https://vt.tiktok.com/ZSuAoS5bY/;;;16000;1815000;2500;2955;24;0;1;0,16%;0,85%;18,47%;614,213198
Health Supplement;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Micro;apotekerhack;Health;https://vt.tiktok.com/ZSujDeYq4/;;;36300;10250000;1000;1212;12;0;3;0,04%;1,24%;3,34%;8457,09571
Health Supplement;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Micro;swastiyani_sppd;Health;https://vt.tiktok.com/ZSueyVuRR/;;;76800;11550000;2100;2681;62;4;4;0,09%;2,61%;3,49%;4308,093995
Health Supplement;Enervon;Enervon Gold;Consideration;Feb-26;TikTok;Micro;dr.deamaulida;Health;https://vt.tiktok.com/ZSmmw8rrF/;;;29200;2557500;6500000;9600000;3183;12;160;11,49%;0,03%;32876,71%;0,26640625
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Septiana;Health;https://www.tiktok.com/@septi_gendhis/video/7611402603515137288?is_from_webapp=1&sender_device=pc&web_id=7409935392189679112;;;12900;950000;4400;4728;308;52;125;3,76%;10,26%;36,65%;200,9306261
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Agnes;Lifestyle;https://vt.tiktok.com/ZSm3UYjK7/;;;11000;950000;109;124;15;8;3;0,24%;20,97%;1,13%;7661,290323
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Vivi Maqfirati;Lifestyle;https://vt.tiktok.com/ZSmsoDkNt/;;;15100;950000;4100;4286;515;0;3;3,43%;12,09%;28,38%;221,6518899
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Tyas;Lifestyle;https://vt.tiktok.com/ZSm3yjrrx/;;;13600;950000;2700;3996;226;63;108;2,92%;9,93%;29,38%;237,7377377
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Gwynamira;Lifestyle;https://vt.tiktok.com/ZSmoTxKMx/;;;19378;950000;1900;2099;90;24;29;0,74%;6,81%;10,83%;452,5964745
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Meilia Wuryantati;Lifestyle;https://vt.tiktok.com/ZSu86nHuS/;;;16200;950000;1500;1756;100;24;5;0,80%;7,35%;10,84%;541,0022779
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Diah Rosanti;Lifestyle;https://vt.tiktok.com/ZSmosJAEn/;;;35000;950000;2600;3451;143;12;24;0,51%;5,19%;9,86%;275,2825268
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;surya setyaningrum;Lifestyle;https://www.tiktok.com/@tiyhalaras/video/7613978495877696784?is_from_webapp=1&sender_device=pc&web_id=7409935392189679112;;;21000;950000;4600;5408;589;11;3;2,87%;11,15%;25,75%;175,6656805
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Nia Kurniasih;Lifestyle;https://vt.tiktok.com/ZSmooedpx/;;;21000;950000;126;1358;37;30;129;0,93%;14,43%;6,47%;699,5581738
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Agatha Mulia;Lifestyle;https://vt.tiktok.com/ZSmoUeAyA/;;;20900;950000;5300;5951;130;6;5;0,67%;2,37%;28,47%;159,6370358
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Tika Ryandika;Lifestyle;https://www.tiktok.com/@riandikamiss_/video/7614861440402410773?is_from_webapp=1&sender_device=pc&web_id=7409935392189679112;;;15100;950000;1600;1696;94;3;23;0,79%;7,08%;11,23%;560,1415094
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Ratna Dwi Hartanti;Lifestyle;https://www.tiktok.com/@radofamily0504/video/7614052909839289621?is_from_webapp=1&sender_device=pc;;;22000;950000;3000;3320;229;51;6;1,30%;8,61%;15,09%;286,1445783
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Putri Nurwanti;Lifestyle;https://vt.tiktok.com/ZSu1Fx5yn/;;;10200;950000;1700;2236;164;90;5;2,54%;11,58%;21,92%;424,8658318
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Eva Dewi;Lifestyle;https://vt.tiktok.com/ZSmKQhFb6/;;;17500;950000;3200;3822;268;44;44;2,03%;9,31%;21,84%;248,5609628
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Anis trisna;Lifestyle;https://vt.tiktok.com/ZSu8wkc5y/;;;68000;950000;3500;4555;336;11;5;0,52%;7,73%;6,70%;208,5620198
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Dela Yogahara;Lifestyle;https://vt.tiktok.com/ZSmEqt8Kj/;;;36600;950000;2600;3354;125;38;2;0,45%;4,92%;9,16%;283,2438879
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Nuvia Afrah;Lifestyle;https://vt.tiktok.com/ZSmEQaqw8/;;;31800;950000;3400;5822;554;10;2;1,78%;9,72%;18,31%;163,174167
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Ika Yuli Rahmawati;Lifestyle;https://vt.tiktok.com/ZSmoG5E8b/;;;10900;950000;2100;2498;122;5;6;1,22%;5,32%;22,92%;380,3042434
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;Fitria;Lifestyle;https://vt.tiktok.com/ZSmEs7SUo/;;;38200;950000;186;1300;41;33;10;0,22%;6,46%;3,40%;730,7692308
Health Supplement;Enervon;Enervon Gold;Consideration;Mar-26;TikTok;Micro;bunga putri;Lifestyle;https://vt.tiktok.com/ZSmEs7SUo/;;;11000;950000;643;2092;106;12;4;1,11%;5,83%;19,02%;454,1108987
